s#	c#	grade
2183410425	Ling-27	97.3
2203221407	Phys-26	95.3
2206113890	Econ-31	75.4
2203412932	Math-19	96.1
2201412012	Math-54	87.3
2206412654	Econ-81	88.4
2206113809	AE-77	72.3
2206123902	AE-77	21.4
2206113741	CE-74	72.3
2205012176	ChE-79	71.0
2206113992	EE-94	67.8
2203712768	Econ-05	87.7
2204313374	Bio-57	70.8
2206312123	Econ-35	70.1
2206123775	ME-73	74.9
2203312538	Econ-51	81.0
2201313143	Econ-31	86.1
2204212856	Ling-89	88.5
2206213274	CE-23	70.8
2205012181	IE-57	38.0
2203712761	Chem-34	21.1
2203612996	Bio-08	70.2
2206113731	Phys-62	91.0
2204214959	Ling-27	92.9
2204311540	Math-54	63.0
2201313114	Ling-43	31.3
2201412082	ME-86	9.1
2203712701	BE-21	99.9
2206123983	Chem-45	96.0
2203712783	Chem-77	94.8
2202113448	Ling-89	64.5
2206213256	ME-92	63.7
2204112309	Phys-07	84.3
2206515211	ChE-86	24.1
2203612986	CS-05	79.6
2203211399	Phys-09	47.4
2202113428	Chem-35	0.4
2203613038	IE-67	55.5
2206113855	AE-96	37.4
2201313108	Ling-89	65.5
2201222246	Chem-34	69.9
2206113574	Chem-34	87.1
2205114654	BE-21	95.7
2201511776	Phys-31	78.2
2204215018	Chem-35	88.9
2206123886	IE-93	61.5
2206123886	Chem-16	24.0
2204511811	Phys-07	84.9
2206422633	Econ-51	77.1
2206113842	Math-54	91.5
2203513479	Bio-24	71.7
2204112328	Ling-03	67.4
2206113792	Chem-27	84.8
2206123961	EE-69	69.3
2202311933	ChE-86	63.8
2206515191	Econ-51	83.5
2203211474	Chem-34	88.1
2203113235	EE-09	86.7
2204225012	Phys-09	97.7
2201313128	IE-57	82.9
2206113828	ME-64	93.9
2204112315	AE-73	16.0
2201313143	Ling-27	73.9
2203211745	AE-77	73.3
2205114696	CE-74	89.2
2203712731	Stat-47	98.1
2204214957	Econ-31	44.4
2206113819	Econ-81	15.4
2203312547	Bio-57	77.6
2203211413	Phys-09	91.3
2184214561	CS-05	90.8
2205124652	Math-32	66.4
2206113693	Chem-34	71.6
2206113845	Phys-46	24.9
2206113696	Ling-27	72.0
2206213274	Bio-08	80.4
2206113798	Chem-00	95.7
2201313128	CS-53	21.7
2205114695	CS-01	6.1
2203322593	BE-21	43.3
2205012204	Phys-26	69.0
2206113823	Ling-27	64.8
2201312107	AE-91	66.3
2201412010	AE-77	63.7
2204112309	Stat-01	78.6
2206113840	Chem-35	42.5
2201323107	EE-09	87.4
2204613218	Math-90	89.5
2206113612	Econ-61	95.2
2203211424	ChE-79	72.3
2206113938	Chem-77	3.1
2204613220	Math-57	84.1
2204613216	AE-98	70.3
2206515218	CS-56	33.4
2203513498	IE-95	69.9
2206113598	Stat-47	63.8
2202311010	Econ-31	71.9
2205114662	Bio-24	87.4
2206113854	Math-90	95.6
2205012196	Bio-60	76.5
2206113850	Math-27	86.0
2203712693	CE-20	6.0
2203312551	CS-53	88.1
2206113814	IE-93	42.8
2205114710	AE-98	98.4
2206113930	Econ-66	67.5
2205213078	ChE-79	81.3
2206113870	Ling-27	93.7
2203412934	ChE-46	77.9
2206113851	CS-05	66.6
2203412953	Math-54	17.2
2206113790	Chem-00	36.6
2203322553	Bio-57	67.6
2206123659	Ling-36	87.9
2203221397	ChE-46	61.7
2206113954	Phys-26	38.1
2204421327	IE-57	97.5
2203412932	CS-36	76.9
2203211434	Phys-62	93.7
2206525215	Ling-92	48.9
2206123947	ChE-62	41.9
2204214968	Ling-27	73.9
2204313320	AE-38	95.9
2208125394	IE-57	27.7
2206113686	Ling-43	71.1
2201412031	Stat-29	73.5
2206223273	Econ-05	31.4
2205114717	AE-38	17.4
2206113766	Phys-26	95.6
2204511812	Bio-08	79.4
2202321922	Ling-92	67.0
2205124673	CS-05	19.6
2206113712	Econ-67	80.6
2206113761	Econ-76	81.1
2204421644	CE-32	83.3
2202123452	ChE-46	55.9
2206113905	IE-95	69.9
2206113761	ChE-86	63.1
2206412645	IE-57	76.4
2204313395	CS-36	61.9
2203312552	Math-19	93.4
2206113723	AE-91	85.3
2204421339	ChE-62	61.5
2206113729	Phys-07	89.3
2202215131	AE-77	83.3
2206515197	BE-06	92.2
2204421326	ME-73	64.6
2206312126	Econ-76	88.2
2202311933	Econ-81	44.5
2203712769	IE-93	84.6
2205312828	Stat-48	69.2
2206113809	ChE-79	69.4
2203221443	Econ-61	83.4
2206123980	Chem-34	83.7
2206123641	Econ-67	84.4
2206123925	Bio-60	92.7
2203712759	AE-77	74.7
2206515186	Chem-77	88.5
2201422034	Math-57	66.2
2203712764	Chem-35	99.2
2204112331	Bio-25	71.8
2206113599	Stat-47	87.0
2203613017	ME-73	62.0
2204313313	Chem-90	66.9
2204112375	Phys-36	62.0
2206412655	Chem-00	60.5
2201312105	ChE-46	88.3
2206113958	EE-09	87.4
2206123877	Econ-67	68.3
2206113911	ME-91	23.4
L201300001	Bio-57	96.7
2205124652	Phys-62	29.4
2205022173	Chem-45	89.2
2204214957	ChE-79	87.2
2206213275	ME-88	78.1
2204411650	AE-91	48.1
2203221446	CE-20	90.6
2206123951	Math-90	91.5
2203712787	Stat-47	80.6
2203513467	Bio-35	75.6
2203712701	Econ-76	77.9
2203211745	AE-96	90.9
2204112334	CS-56	78.3
2203712689	IE-93	70.9
2202224793	Econ-76	67.3
2203712783	Ling-89	98.4
2206525205	Bio-08	98.0
2206123980	Bio-60	80.6
2203613035	Math-90	85.7
2201212256	Stat-33	79.4
2203712701	Phys-46	60.4
2206113864	Math-32	29.1
2203712761	Math-19	81.9
2201412025	Math-27	78.9
2201313134	Econ-59	86.0
2205114658	Bio-60	92.0
2203211398	Bio-60	61.0
2206213261	IE-76	1.6
2206113977	EE-69	78.2
2204214977	Bio-25	90.5
2205114665	ME-73	55.7
2206213286	Econ-81	69.5
2203211404	Bio-57	90.5
2204112331	Math-57	66.0
2206113686	EE-94	60.9
2203712697	Phys-09	71.6
2206113626	ChE-29	25.0
2206123882	Chem-90	70.5
2205012201	Stat-01	64.2
2203312521	Econ-59	23.5
2203513466	Econ-35	60.1
2205124688	Phys-07	72.5
2202113438	CE-74	94.3
2203211431	CE-74	78.3
2203612993	Econ-61	86.9
2206113706	ME-86	98.0
2206213265	Bio-60	35.3
2204313397	ME-19	58.8
2203312556	AE-38	61.7
2204224980	ME-91	10.5
2206515202	BE-06	86.3
2204112316	Chem-16	3.5
2203712711	IE-57	82.4
2203411285	Phys-31	92.9
2204421685	IE-57	69.6
2203712779	CE-23	13.9
2206113921	Bio-08	93.6
2204613220	ChE-86	73.1
2206113765	AE-77	75.9
2203712780	IE-95	23.8
2203312527	Econ-81	64.1
2203712701	ME-86	91.5
2205114708	Econ-51	94.5
2206515186	CS-36	26.6
2203312497	IE-76	64.8
2206113742	CE-97	77.5
2205012191	IE-76	90.8
2194324705	Phys-31	38.6
2204313356	Chem-42	73.2
2201422020	CE-74	64.9
2202224791	Econ-67	85.2
2201412025	Stat-48	62.5
2203712742	Phys-07	62.7
2206123691	Phys-09	65.3
2204313347	Bio-24	80.4
2205011365	IE-76	80.2
2206123839	ChE-46	77.2
2202113432	Phys-36	82.5
2203312570	ME-19	9.1
2203712779	BE-21	12.0
2203513470	Econ-66	72.3
2202224793	Math-90	71.6
2204511817	Bio-25	69.2
2203221411	CE-74	79.7
2206213278	Bio-57	88.3
2204112311	ChE-29	95.6
2206515187	Econ-76	64.1
2203312551	CS-05	99.6
2204215018	Math-27	99.5
2206123859	ME-88	90.7
2206113829	Math-54	93.9
2206123882	CS-53	66.1
2206113879	IE-67	25.0
2206515218	CS-36	70.9
2206113795	ChE-62	92.5
2204112311	BE-70	81.8
2204313335	Ling-27	74.4
2206213276	IE-54	90.2
2206113708	ChE-79	73.1
2203712768	Bio-44	65.0
2204511810	Bio-99	56.4
2206123682	AE-18	66.5
2204511818	Chem-83	72.0
2203211410	Ling-43	94.9
2206114026	CE-20	97.1
2206113855	Math-27	97.3
2206515202	Econ-81	79.6
2206123622	Econ-76	88.3
2206515183	Math-57	94.8
2206322135	CS-05	85.2
2204214950	Ling-27	66.3
2206113763	Ling-03	89.2
2206113977	Econ-81	71.3
2202113431	AE-18	45.6
2203211431	Stat-33	75.9
2203523475	ChE-46	98.9
2206515183	AE-98	66.0
2184114623	ChE-86	84.6
2205011914	AE-77	79.3
2206111763	Bio-35	92.9
2206223271	BE-34	80.0
2203412941	EE-94	94.7
2206515191	Chem-27	60.7
2201313129	AE-77	77.4
2206113734	CE-20	99.3
2206113863	AE-18	96.2
2205213078	Bio-57	70.6
2204112331	ChE-29	74.1
2206113673	EE-69	14.9
2203613016	CE-23	67.1
2204311545	Math-90	66.4
2204411647	EE-94	78.4
2206113654	Econ-31	86.7
2203612992	Ling-36	93.1
2203712770	Bio-57	93.7
2204112327	Bio-99	92.0
2201412036	Bio-57	19.4
2204222869	Bio-08	97.2
2206412654	IE-95	66.6
2203712768	Ling-89	84.5
2206123925	BE-34	72.1
2208211256	IE-76	98.9
2206113617	CS-53	65.9
2206113814	IE-67	36.8
2206113731	EE-69	52.8
2205012206	IE-95	75.4
2201212255	Econ-59	70.7
2203712710	Bio-57	96.3
2205024810	Ling-03	93.9
2201313140	CE-74	85.2
2204112303	BE-70	89.9
2203712731	Econ-51	50.3
2206213265	Ling-03	69.4
2201111588	BE-34	67.4
2203712783	AE-96	72.5
2204214992	Bio-24	82.6
2204313351	IE-54	64.5
2203613006	Ling-27	86.0
2204313351	IE-76	78.1
2206123732	Bio-35	97.9
2204112341	BE-21	76.9
2204313307	AE-98	66.9
2196514761	Bio-25	75.8
2203312495	Econ-35	96.9
2203312478	CS-36	75.2
2205012174	BE-70	97.4
2203513472	Chem-00	95.5
2204613217	Phys-09	72.8
2206113926	IE-57	7.7
2202112672	Stat-01	80.7
2206113823	IE-76	66.4
2205012207	Phys-41	75.7
2205012196	Econ-66	61.8
2206515183	Phys-31	69.6
2206223271	Math-57	8.5
2206113865	ME-88	83.4
2203712718	AE-77	96.5
2206113766	IE-93	35.7
2203511792	CS-05	69.0
2184114626	Econ-66	90.8
2204215003	Econ-67	37.4
2205124673	ME-92	84.6
2203211440	Econ-59	99.3
2206113654	EE-09	67.6
2206113566	Bio-99	79.0
2206123925	IE-57	93.7
2204411647	Math-27	83.0
2206113743	ME-91	64.4
2205124688	CE-23	66.4
2201412056	ME-92	67.0
2204313363	Ling-92	96.9
2202321925	BE-21	40.1
2206113848	Ling-89	89.4
2205022209	AE-96	2.3
2203513467	CS-01	95.2
2206515221	CS-01	84.8
2204323361	Math-57	65.9
2203613021	ME-64	78.7
2206113680	ME-92	88.3
2195123234	Ling-36	83.5
2203211401	Stat-28	93.8
2206113639	Math-57	98.7
2204313315	CE-20	43.8
2203312477	IE-95	99.8
2182314643	Bio-57	61.7
2206123874	Stat-47	95.2
2203613031	Econ-76	64.5
2206113827	ME-19	87.4
2204112372	Math-57	62.1
2204214986	Bio-99	87.3
2206422649	Econ-05	85.7
2206123902	Ling-92	91.0
2203513484	ME-91	39.0
2201412042	CE-23	69.5
2204313335	EE-09	78.8
L203000005	Math-90	88.6
2205124688	Math-11	16.5
2205114683	ChE-46	38.9
2206113588	CE-32	12.2
2201412077	Chem-27	27.7
2203712788	Stat-33	0.2
2205124673	IE-54	86.8
2205022209	Ling-03	77.8
2202113429	ChE-46	89.9
2204122312	CE-20	66.2
2205012181	Bio-24	43.1
2206123659	Chem-27	87.2
2203613045	Stat-48	90.7
2206113870	Econ-66	93.7
2206123962	IE-93	72.2
2204122312	AE-96	79.9
2204214961	IE-93	27.8
2205012216	Math-19	81.9
2206113977	AE-73	84.9
2204313352	IE-57	48.0
2206113657	ME-73	99.8
2206113786	Ling-03	31.7
2204313335	Econ-51	88.3
2204421327	Phys-07	71.6
2204214950	Bio-44	78.0
2203312541	Chem-77	72.8
2204511812	IE-76	85.6
2203513464	Math-11	67.5
2206113673	CE-20	10.9
2206113834	IE-93	64.4
2206213278	Chem-34	84.6
2206111758	Ling-92	47.9
2203312559	Math-11	62.9
2203712691	Math-19	96.1
2204112353	IE-57	91.5
2204112296	Ling-92	7.9
2206312134	Stat-48	65.6
2203312500	ChE-86	86.3
2206113595	ME-64	62.3
2206113723	Stat-48	89.0
2203513464	ME-19	76.7
2203211139	CS-53	67.0
2203722752	Phys-36	82.8
2203211413	Math-19	80.8
2206123925	Ling-43	65.1
2204313333	ME-88	99.5
2206113587	Bio-99	48.7
2206123859	Chem-90	54.2
2203312587	Econ-51	89.2
2203312576	Ling-35	62.2
2203211388	Ling-36	94.2
2203211399	AE-38	79.4
2202311934	IE-54	75.2
2203224798	Bio-08	94.4
2203312571	Ling-36	71.8
2203412941	Ling-35	84.0
2206113823	ME-91	53.1
2203322553	AE-96	62.8
2204313347	BE-21	83.3
2203613044	Phys-09	15.8
2206515186	Ling-35	3.4
2206515192	Econ-81	82.5
2205213078	Ling-03	95.0
2206113921	Bio-25	64.5
2206113668	Ling-36	65.1
2203712768	CE-32	97.6
2206223273	Ling-27	91.7
2203722773	ME-73	84.7
2206113869	ChE-62	89.9
2203624800	Chem-83	38.5
2206113770	ME-19	80.4
2203712725	BE-06	72.3
2203211404	Bio-24	77.0
2206515217	Econ-05	91.6
2203312488	ChE-79	83.1
2204411679	AE-91	65.9
2204112378	Chem-00	80.4
2203712761	ChE-79	63.2
2203712774	Bio-99	85.0
2206123641	Bio-99	46.0
2184114624	CE-32	29.8
2204313376	Phys-36	93.0
2204214992	Ling-89	74.3
2204313363	AE-91	94.8
2202113431	Ling-43	83.3
2206213286	Math-32	66.0
2201412015	Econ-66	0.4
2201313147	ChE-62	91.6
2206113929	IE-93	64.1
2206213274	Chem-27	74.0
2205012201	Bio-99	90.0
2206515201	Ling-92	88.9
2206113879	IE-57	86.1
2204112331	Bio-58	85.9
2204215006	ME-19	86.9
2206113761	AE-98	96.9
2203613031	Chem-16	1.2
2205114654	Math-19	80.1
2206515183	AE-38	84.3
2203712787	IE-67	84.6
2202321925	ChE-29	61.6
2204313355	Phys-31	53.6
2205012196	CE-74	66.9
2201212249	AE-77	65.7
2205114686	IE-54	96.4
2206123980	CE-74	18.7
2202214781	Phys-36	65.2
2204224991	AE-91	95.6
2201212254	Chem-35	70.6
2206515186	Math-27	89.4
2204313346	ChE-46	96.0
2206113829	ChE-29	92.7
2203623015	Bio-24	78.5
2206412648	CS-01	13.9
2201323127	AE-77	70.0
2206113848	ChE-62	64.5
2201412051	ME-88	36.6
2202214763	ME-92	62.7
2203712770	ME-88	82.2
2203513495	Stat-48	85.8
2206113646	Phys-09	87.9
2206113790	EE-69	98.5
2206113963	Phys-07	70.3
2205012202	AE-96	92.0
2206213286	ME-88	41.9
2206113790	CE-23	69.4
2201313098	Econ-67	19.0
2205114686	ChE-46	68.5
2206113864	Chem-27	99.5
2205114695	ME-64	52.3
2206113587	ChE-86	98.0
2202113445	Chem-00	67.9
2203613023	Bio-08	95.1
2206123659	Math-90	60.2
2204511814	Chem-16	69.5
2184114622	BE-21	93.5
2204411682	Stat-29	5.3
2204411679	Econ-81	73.0
2205114671	CS-05	41.9
2203613019	Ling-03	75.0
2201412022	AE-77	62.4
2204112374	AE-77	98.8
2206123774	Stat-47	38.8
2204313363	ChE-86	21.8
2205124713	Econ-05	61.3
2203113229	Chem-34	81.6
2202214754	BE-06	21.4
2204411688	Stat-29	68.3
2203312528	IE-95	69.6
2206123705	AE-73	86.0
2206123664	BE-34	58.4
2203312570	ME-73	92.7
2201111604	Math-90	62.0
2203312586	CS-53	87.5
2203612995	Chem-16	2.1
2205114671	Stat-48	2.7
2203411990	Math-19	100.0
2203611997	Stat-47	78.3
2205012199	Bio-25	83.1
2204613222	IE-54	45.3
2204313390	Bio-58	71.6
2203211405	IE-93	96.6
2203312575	EE-09	77.7
2206515186	ME-91	99.7
2196214612	CE-97	69.2
2206114026	Stat-48	77.0
2203312586	Stat-01	84.6
2206113680	ChE-29	98.3
2206113969	ChE-62	74.4
2203613021	CE-23	40.1
2203613034	Chem-27	89.6
2206123645	Math-19	20.7
2205114685	Bio-35	89.0
2206515200	Stat-48	72.7
2201323160	AE-73	85.3
2206113772	BE-21	88.7
2204222871	Ling-35	98.6
2206412653	Stat-28	78.4
2203312590	Ling-35	73.7
2203712706	Econ-76	100.0
2204411655	Bio-08	25.8
2206113840	Phys-62	77.2
2204411679	Phys-36	93.9
2203322593	CE-32	17.0
2205114695	Chem-27	61.0
2203411284	AE-91	62.3
2203412925	Stat-29	60.2
2206113943	Math-57	31.3
2206113806	Math-57	49.7
2201412053	Econ-76	61.3
2203712706	Econ-51	12.3
2203412952	Ling-43	61.3
2204112377	Stat-01	81.7
2203211414	CS-05	64.0
2203712739	Bio-35	95.1
2206113865	IE-65	64.1
2203322485	IE-76	13.7
2205114709	Math-27	86.1
2206123702	Econ-81	87.1
2202113428	EE-94	13.5
2204511811	Phys-62	57.2
2201511781	Math-90	68.8
2204122364	CE-74	76.5
2203312564	ChE-46	70.8
2206113610	Phys-26	71.2
2204112331	ME-91	93.9
2203114809	Phys-36	5.4
2204214959	Phys-41	89.7
2206113885	CE-32	3.6
2206113960	CS-36	23.1
2201313140	Phys-09	28.4
2204225017	IE-54	98.6
2201313134	Bio-99	98.2
2204215003	IE-65	73.6
2203712827	Chem-27	85.7
2203322509	Stat-01	87.5
2194214378	Stat-47	64.8
2203312551	Stat-28	87.5
2203312558	Stat-01	71.5
2203312564	CS-36	88.1
2206113906	CS-53	64.4
2201521777	Stat-01	64.1
2204112341	IE-57	18.3
2204411648	Bio-08	60.3
2206123961	CS-36	23.8
2203412953	Phys-26	74.3
2203211478	Econ-31	73.1
2203312578	Econ-76	60.0
2206123682	IE-54	84.3
2206123931	ME-64	15.7
2206113921	ChE-29	74.2
2204122364	AE-91	61.4
2206412652	IE-76	12.9
2201222237	Ling-89	51.8
2203211424	ME-92	67.6
2201412022	ChE-29	84.9
2203712769	Ling-92	82.1
2203312490	Bio-58	57.6
2206113589	Ling-35	50.5
2204313397	BE-21	88.1
2203712784	Phys-46	56.9
2206123882	ME-92	14.8
2201412051	CS-36	84.4
2203312597	Phys-41	9.5
2201313158	IE-65	82.0
2204511814	ChE-86	69.1
2204225015	Chem-90	74.8
2203712694	AE-96	50.9
2206515218	ME-64	63.2
2203513470	Bio-35	20.2
2202113425	IE-76	89.0
2203211478	BE-21	68.7
2202311932	IE-57	77.7
2204323388	Econ-59	69.4
2206111763	ChE-86	87.5
2203312580	BE-06	80.7
2205024810	Chem-00	51.0
2204112353	ME-92	82.8
2204225017	Ling-43	76.8
2206515211	Math-11	98.0
2206213256	IE-57	76.1
2203221445	CS-53	65.8
2204313386	EE-09	83.1
2204421644	Econ-05	89.7
2205012204	Math-27	97.0
2206113766	Econ-05	88.2
2206113633	Chem-00	86.7
2201412056	Ling-92	64.4
2206113590	Ling-27	94.4
2204411676	CS-05	97.1
2203513488	Bio-58	66.7
2203211478	CE-97	79.8
2205114694	EE-69	73.5
2205124673	IE-95	83.0
2206123931	IE-93	11.6
2202214781	Stat-01	85.1
2201323130	Stat-28	50.6
2201422061	AE-38	67.2
2204511814	Chem-35	99.2
2204313333	Econ-31	81.8
2203712775	Econ-76	77.4
2201111583	BE-70	12.8
2206113958	Ling-03	95.7
2206412655	Math-54	78.8
2206113926	BE-06	92.5
2204224971	ChE-62	80.6
2201511780	BE-06	71.8
2206113919	Phys-46	91.9
2203211478	ME-88	47.9
2205124713	ChE-62	32.4
2206113968	BE-06	80.6
2204511756	Econ-05	97.9
2206422632	Phys-36	61.5
2203312497	CS-53	4.0
2201412042	AE-96	67.0
2201313108	Stat-28	71.4
2206113729	Econ-66	86.1
2204112335	Ling-92	74.7
2204112311	Phys-36	97.0
2206123985	Econ-51	87.2
2204323388	Ling-35	54.3
2204411648	Bio-57	91.5
2203312495	AE-18	35.6
2202321925	CS-05	75.9
2206113793	Phys-46	89.3
2206113795	Bio-24	85.1
2204214992	Stat-47	76.4
2206113816	IE-93	99.6
2206113706	Econ-05	61.6
2202113425	IE-65	91.1
2203613033	Ling-27	70.4
2206123758	Econ-66	68.7
2201511781	Ling-92	67.7
2196214614	ME-92	63.0
2203612992	Econ-81	60.4
2206113569	CE-23	94.3
2203312528	Ling-36	60.2
2203513479	ME-91	84.0
2204214992	Econ-05	43.9
2206113880	CS-56	24.9
2204214955	CS-01	56.0
2205012187	Stat-28	62.7
2203613006	CS-53	91.2
2204214968	Ling-03	80.3
2203513476	Ling-03	76.1
2204411643	Econ-61	90.5
2203312559	AE-73	78.4
2206123837	Stat-28	53.7
2203712757	AE-77	94.9
2204215018	Econ-59	74.7
2206412645	ME-91	68.1
2195123233	Ling-03	93.9
2206213256	ME-86	3.0
2201412060	CE-32	89.4
2203322509	Ling-92	61.1
2201422067	Math-32	72.2
2203211391	CE-23	1.9
2206113711	Econ-51	91.6
2206113888	Bio-35	43.1
2203712764	EE-09	56.0
2204222871	Chem-16	85.5
2203712766	CE-32	76.0
2204313368	ChE-86	69.3
2206412636	ME-19	89.7
2195314621	Chem-27	15.6
2204313376	Stat-28	80.3
2184114626	Math-11	37.6
2203412947	CS-05	76.3
2203712706	Math-19	98.2
2203722746	Stat-33	89.2
2206113612	Ling-92	80.3
2206113990	Ling-36	85.1
2201412070	Chem-42	68.6
2201313098	Math-32	68.8
2201412081	Econ-51	97.1
2204215008	Econ-59	70.2
2208125394	Chem-35	80.4
2205124652	Phys-31	84.1
2204411682	Phys-36	96.0
2206515201	Bio-58	64.4
2205012196	IE-65	65.5
2203221446	IE-93	77.4
2206113588	AE-73	86.1
L201300001	AE-38	64.8
2204112306	CS-56	98.7
2206113793	CS-01	69.7
2203711824	ME-88	68.5
2205213074	ME-64	73.0
2206113726	CE-32	74.1
2203712774	Econ-59	25.4
2206113963	ME-64	99.8
2203312570	Chem-77	78.8
2206213281	ME-73	90.7
2204112366	Bio-24	69.4
2203412952	Math-19	82.6
2206113806	EE-09	62.8
2204222855	Bio-58	49.7
2205012199	AE-98	5.7
2184114623	Chem-16	99.3
2206113958	ChE-62	70.5
2203412952	CE-32	87.0
2184214561	Chem-35	46.2
2205012216	Phys-09	97.2
2201313116	IE-95	95.4
2203412933	Phys-07	87.3
2206113840	Bio-35	43.2
2206113944	CE-32	91.3
2203712781	ME-91	12.5
2208115392	IE-67	92.2
2204511755	Ling-03	91.0
2206113678	Bio-25	86.0
2205114725	Bio-58	99.4
2203513486	Math-54	69.3
2203613034	Econ-59	94.7
2206113713	ME-19	62.9
2201323125	Phys-09	84.9
2206113937	Chem-77	84.2
2206123611	ChE-86	71.7
2203613013	BE-21	87.1
2203711824	ChE-79	56.1
L201300002	Phys-62	49.0
2204215035	Bio-58	67.2
2206123902	Phys-62	47.1
2203113234	Math-90	90.1
2206113958	Chem-00	74.5
2203513465	Chem-42	81.8
2206123650	ME-92	23.5
2203712718	CE-97	95.4
2206113610	Phys-62	95.1
2201313147	Math-19	84.0
2201511776	Bio-35	20.7
2206113919	CE-32	62.7
2201313152	Chem-45	88.6
2206123956	Phys-31	62.4
2203312478	Chem-00	72.3
2206123983	CE-32	94.7
2203513479	Stat-29	68.4
2205012181	Ling-89	72.7
2203312541	AE-38	27.3
2202224759	Ling-36	64.4
2201412052	CS-01	19.0
2205213074	CS-01	51.0
2203412944	Bio-57	79.7
2206113735	IE-67	73.5
2203712688	Bio-57	61.1
2203712703	Econ-31	57.6
2203712739	Bio-08	72.2
2206113574	Phys-09	97.1
2206113803	Bio-24	21.6
2206113752	IE-65	90.7
2201412079	Econ-35	31.7
2203712717	Ling-89	69.0
2201412017	AE-73	83.5
2183410425	Math-90	78.2
2206123985	Ling-92	63.3
2206113816	AE-96	88.7
2201422020	Chem-83	68.5
2206123852	Math-27	20.2
2203513495	Stat-47	70.9
2206213276	Econ-67	72.2
2196214612	Phys-09	90.4
2203221443	Chem-00	72.3
2203312560	Bio-60	68.5
2204613218	IE-67	36.2
2203211404	Chem-16	15.1
2203422939	Chem-42	48.6
2203712690	Phys-41	35.7
2203513486	BE-06	73.1
2203211393	Econ-51	37.5
2205012206	Bio-24	64.7
2201222237	ME-73	4.1
2203113240	Ling-43	93.5
2204214973	AE-77	63.6
2206113880	Econ-67	66.6
2206123886	Bio-08	66.1
2206113898	IE-54	71.5
2204112331	Math-11	67.0
2203612979	Chem-83	93.0
2203712732	Phys-31	93.8
2203513464	Phys-41	70.9
2205012170	EE-94	97.0
2206123882	Math-57	54.3
2203623015	ChE-62	80.6
2201212243	ChE-46	39.1
2204411661	Chem-42	94.4
2203114809	Math-19	72.4
2203412953	BE-34	99.0
2204224980	Stat-28	87.8
2206123918	AE-77	5.2
2204112352	Phys-41	67.0
2203712688	Phys-36	80.9
2206123985	AE-96	25.1
2204214959	CE-23	81.0
2204521807	BE-70	81.8
2205312842	ME-64	7.3
2206123611	Bio-25	66.1
2204225015	IE-95	87.2
2206113828	IE-57	46.5
2201412012	Chem-42	90.1
2204313368	CS-05	78.1
2205111305	AE-38	64.0
2206113630	ChE-29	84.5
2206113741	Math-19	13.4
2203613045	Ling-36	97.2
2206213276	Econ-35	73.5
2205312830	Stat-29	79.5
2203412942	ME-91	94.8
2203612998	BE-21	72.4
2206123664	ChE-46	70.6
2206111763	BE-06	71.4
2206412660	Bio-99	79.2
2203613019	AE-98	89.9
2201412051	ChE-62	99.8
2205114721	ChE-62	69.9
2205012176	CE-74	92.3
2206113731	CS-05	1.6
2206123578	Phys-36	90.7
2206123922	AE-77	88.0
2194214378	BE-70	78.7
2206113610	Stat-47	96.0
2206113898	Chem-35	83.6
2206111758	Chem-34	90.8
2206113765	Econ-61	0.0
2203712725	CE-32	74.5
2205012177	AE-73	67.5
2203113224	Chem-83	74.0
2203712742	Econ-76	90.9
2204214951	Math-54	83.1
2205011914	Chem-42	84.0
2201521777	Econ-66	71.5
2203211474	CE-74	3.1
2206113574	Math-27	71.1
2206123758	Ling-36	83.7
2201412049	IE-93	42.8
2201111582	Bio-99	68.8
2203211390	Math-54	80.0
2203613033	Bio-35	98.7
2205012196	Stat-48	49.4
2201212238	Econ-76	20.3
2204112330	Chem-34	54.6
2205124713	CE-97	77.8
2206113786	Bio-99	6.6
2203312552	Bio-35	31.0
2205012176	ChE-29	95.1
